iter	Passed	Remaining
162	11278	57915
163	11337	57793
164	11397	57676
165	11459	57571
166	11509	57407
167	11553	57216
168	11599	57036
169	11653	56898
170	11716	56803
171	11757	56602
172	11803	56426
173	11847	56241
174	11892	56065
175	11946	55933
176	11996	55781
177	12044	55621
178	12119	55586
179	12166	55424
180	12218	55287
181	12262	55114
182	12309	54956
183	12359	54812
184	12422	54725
185	12527	54826
186	12602	54792
187	12675	54747
188	12755	54736
189	12837	54726
190	12884	54574
191	12938	54448
192	12984	54291
193	13061	54264
194	13113	54134
195	13155	53966
196	13205	53825
197	13251	53673
198	13315	53597
199	13358	53434
200	13410	53309
201	13457	53163
202	13502	53013
203	13554	52889
204	13609	52779
205	13658	52645
206	13702	52491
207	13746	52341
208	13799	52225
209	13858	52134
210	13927	52080
211	13971	51930
212	14018	51795
213	14060	51641
214	14105	51502
215	14165	51416
216	14219	51308
217	14264	51170
218	14310	51033
219	14358	50907
220	14418	50822
221	14493	50794
222	14539	50659
223	14589	50542
224	14638	50421
225	14690	50310
226	14762	50269
227	14811	50150
228	14860	50032
229	14915	49934
230	14994	49917
231	15093	49964
232	15173	49949
233	15229	49854
234	15298	49801
235	15354	49708
236	15399	49578
237	15455	49483
238	15509	49384
239	15586	49355
240	15635	49242
241	15684	49126
242	15732	49009
243	15776	48882
244	15853	48854
245	15903	48745
246	15952	48632
247	16005	48532
248	16054	48421
249	16124	48372
250	16198	48337
251	16260	48266
252	16337	48236
253	16408	48191
254	16470	48120
255	16522	48018
256	16591	47968
257	16674	47954
258	16721	47841
259	16772	47735
260	16821	47629
261	16882	47553
262	16932	47448
263	16979	47337
264	17023	47214
265	17086	47148
266	17164	47123
267	17260	47143
268	17326	47083
269	17389	47015
270	17453	46949
271	17517	46884
272	17574	46800
273	17620	46688
274	17671	46587
275	17733	46517
276	17797	46453
277	17842	46339
278	17889	46231
279	17938	46128
280	17995	46045
281	18056	45974
282	18101	45861
283	18147	45751
284	18194	45647
285	18237	45530
286	18304	45474
287	18356	45382
288	18434	45353
289	18510	45318
290	18608	45337
291	18675	45282
292	18729	45192
293	18780	45099
294	18836	45017
295	18898	44946
296	18946	44846
297	18994	44744
298	19042	44644
299	19092	44550
300	19177	44534
301	19253	44499
302	19316	44435
303	19406	44430
304	19496	44425
305	19543	44324
306	19594	44230
307	19652	44155
308	19727	44115
309	19781	44030
310	19825	43923
311	19877	43831
312	19921	43725
313	19993	43680
314	20065	43633
315	20176	43673
316	20258	43648
317	20325	43591
318	20384	43517
319	20430	43414
320	20485	43333
321	20534	43236
322	20584	43143
323	20628	43039
324	20684	42961
325	20781	42964
326	20838	42887
327	20887	42794
328	20953	42734
329	21020	42678
330	21088	42623
331	21176	42607
332	21235	42534
333	21298	42469
334	21368	42418
335	21435	42360
336	21493	42285
337	21577	42262
338	21633	42182
339	21685	42095
340	21734	42003
341	21787	41919
342	21840	41835
343	21889	41743
344	21944	41662
345	21990	41565
346	22048	41491
347	22100	41407
348	22147	41312
349	22194	41218
350	22242	41127
351	22292	41038
352	22343	40952
353	22390	40860
354	22441	40774
355	22486	40678
356	22536	40591
357	22592	40514
358	22654	40449
359	22696	40349
360	22751	40271
361	22797	40178
362	22857	40110
363	22904	40019
364	22953	39932
365	22999	39841
366	23052	39760
367	23110	39690
368	23160	39605
369	23210	39521
370	23258	39432
371	23306	39346
372	23355	39260
373	23425	39209
374	23473	39122
375	23518	39030
376	23576	38960
377	23677	38961
378	23774	38954
379	23839	38895
380	23904	38836
381	23953	38751
382	24025	38703
383	24087	38641
384	24143	38566
385	24185	38471
386	24233	38385
387	24280	38298
388	24355	38255
389	24407	38175
390	24488	38141
391	24620	38186
392	24730	38197
393	24804	38150
394	24860	38078
395	24919	38008
396	24981	37943
397	25034	37866
398	25088	37789
399	25166	37750
400	25209	37656
401	25255	37569
402	25306	37489
403	25358	37409
404	25440	37375
405	25487	37289
406	25541	37213
407	25589	37129
408	25631	37037
409	25694	36974
410	25776	36940
411	25840	36878
412	25912	36828
413	26007	36812
414	26072	36752
415	26123	36673
416	26173	36593
417	26224	36513
418	26303	36472
419	26355	36396
420	26402	36310
421	26454	36233
422	26497	36144
423	26565	36089
424	26614	36007
425	26665	35930
426	26712	35845
427	26769	35776
428	26852	35740
429	26925	35692
430	26974	35611
431	27020	35526
432	27070	35448
433	27141	35396
434	27201	35331
435	27263	35267
436	27318	35194
437	27372	35121
438	27456	35086
439	27500	35001
440	27544	34914
441	27593	34835
442	27642	34756
443	27724	34718
444	27782	34649
445	27831	34570
446	27870	34479
447	27933	34418
448	28009	34371
449	28074	34312
450	28157	34276
451	28208	34199
452	28283	34152
453	28349	34094
454	28415	34035
455	28478	33973
456	28525	33894
457	28589	33832
458	28636	33752
459	28685	33674
460	28749	33614
461	28794	33531
462	28844	33454
463	28899	33384
464	28972	33334
465	29020	33255
466	29069	33178
467	29122	33104
468	29165	33020
469	29210	32939
470	29259	32862
471	29313	32790
472	29366	32719
473	29420	32647
474	29471	32574
475	29518	32495
476	29573	32425
477	29634	32362
478	29687	32290
479	29733	32210
480	29786	32140
481	29830	32058
482	29898	32002
483	29973	31955
484	30026	31883
485	30076	31809
486	30121	31730
487	30182	31666
488	30247	31608
489	30299	31536
490	30352	31465
491	30406	31395
492	30476	31342
493	30528	31269
494	30582	31200
495	30629	31123
496	30688	31058
497	30740	30987
498	30794	30917
499	30840	30840
500	30892	30769
501	30939	30692
502	30999	30629
503	31061	30568
504	31110	30494
505	31157	30418
506	31209	30348
507	31270	30285
508	31315	30208
509	31364	30134
510	31408	30055
511	31452	29977
512	31518	29921
513	31573	29853
514	31613	29771
515	31658	29695
516	31707	29621
517	31765	29557
518	31818	29488
519	31873	29421
520	31920	29347
521	31975	29280
522	32017	29201
523	32083	29144
524	32134	29073
525	32183	29001
526	32235	28932
527	32285	28861
528	32346	28800
529	32431	28759
530	32480	28688
531	32528	28615
532	32578	28544
533	32621	28467
534	32686	28409
535	32741	28343
536	32789	28270
537	32855	28213
538	32935	28168
539	33010	28120
540	33057	28046
541	33107	27976
542	33171	27917
543	33223	27849
544	33275	27780
545	33317	27703
546	33408	27666
547	33500	27632
548	33553	27563
549	33623	27509
550	33680	27445
551	33735	27379
552	33810	27329
553	33851	27252
554	33904	27184
555	33951	27111
556	34002	27043
557	34073	26989
558	34121	26918
559	34176	26852
560	34221	26779
561	34266	26705
562	34322	26640
563	34384	26580
564	34434	26511
565	34478	26437
566	34538	26375
567	34625	26334
568	34693	26279
569	34752	26216
570	34833	26170
571	34937	26142
572	35025	26100
573	35077	26032
574	35156	25985
575	35222	25927
576	35298	25877
577	35405	25849
578	35486	25803
579	35568	25756
580	35617	25686
581	35677	25623
582	35733	25559
583	35785	25490
584	35833	25420
585	35896	25360
586	35975	25311
587	36064	25269
588	36139	25217
589	36238	25182
590	36313	25130
591	36357	25057
592	36403	24985
593	36451	24914
594	36498	24843
595	36576	24793
596	36656	24744
597	36730	24691
598	36791	24630
599	36874	24583
600	36921	24512
601	36962	24437
602	37021	24373
603	37071	24305
604	37153	24257
605	37225	24202
606	37283	24139
607	37351	24082
608	37429	24031
609	37507	23980
610	37574	23922
611	37622	23851
612	37707	23805
613	37753	23733
614	37803	23665
615	37849	23594
616	37903	23528
617	37946	23455
618	37997	23387
619	38045	23318
620	38088	23245
621	38135	23175
622	38190	23110
623	38255	23051
624	38307	22984
625	38351	22912
626	38403	22846
627	38453	22778
628	38534	22728
629	38578	22657
630	38627	22588
631	38676	22520
632	38721	22449
633	38777	22385
634	38830	22319
635	38878	22251
636	38925	22181
637	38971	22112
638	39020	22044
639	39103	21995
640	39149	21926
641	39210	21864
642	39255	21795
643	39313	21732
644	39384	21676
645	39442	21613
646	39487	21543
647	39541	21479
648	39593	21413
649	39681	21367
650	39742	21305
651	39787	21236
652	39836	21168
653	39893	21105
654	39972	21054
655	40020	20986
656	40070	20919
657	40148	20867
658	40254	20829
659	40317	20769
660	40378	20708
661	40448	20651
662	40512	20592
663	40561	20525
664	40610	20457
665	40659	20390
666	40717	20328
667	40797	20276
668	40844	20208
669	40894	20141
670	40946	20076
671	41006	20014
672	41061	19951
673	41109	19883
674	41160	19817
675	41210	19751
676	41259	19684
677	41332	19629
678	41391	19567
679	41444	19503
680	41490	19435
681	41553	19375
682	41616	19315
683	41659	19246
684	41709	19180
685	41753	19111
686	41811	19049
687	41864	18985
688	41912	18918
689	41959	18851
690	42004	18783
691	42053	18717
692	42122	18660
693	42176	18596
694	42229	18532
695	42274	18464
696	42327	18400
697	42386	18339
698	42451	18280
699	42492	18211
700	42539	18144
701	42587	18078
702	42640	18014
703	42705	17955
704	42756	17890
705	42804	17825
706	42855	17760
707	42904	17694
708	42968	17636
709	43025	17573
710	43069	17506
711	43120	17442
712	43168	17376
713	43232	17317
714	43285	17253
715	43334	17188
716	43378	17121
717	43425	17055
718	43506	17003
719	43556	16938
720	43604	16873
721	43649	16806
722	43694	16740
723	43755	16680
724	43818	16620
725	43861	16553
726	43913	16490
727	43967	16427
728	44023	16365
729	44099	16310
730	44149	16246
731	44196	16181
732	44270	16125
733	44323	16062
734	44376	15999
735	44437	15939
736	44485	15874
737	44532	15809
738	44582	15745
739	44660	15691
740	44745	15639
741	44810	15580
742	44915	15535
743	45005	15485
744	45057	15422
745	45105	15357
746	45165	15296
747	45261	15248
748	45340	15194
749	45408	15136
750	45464	15074
751	45548	15021
752	45646	14972
753	45745	14925
754	45857	14880
755	45929	14823
756	45985	14761
757	46090	14714
758	46185	14664
759	46240	14602
760	46294	14539
761	46360	14479
762	46419	14418
763	46477	14356
764	46543	14297
765	46608	14237
766	46687	14182
767	46742	14120
768	46788	14054
769	46840	13991
770	46897	13929
771	46992	13878
772	47080	13825
773	47125	13760
774	47192	13701
775	47259	13641
776	47320	13581
777	47378	13519
778	47470	13467
779	47527	13405
780	47592	13345
781	47663	13287
782	47711	13222
783	47775	13162
784	47837	13101
785	47897	13040
786	47959	12980
787	48023	12920
788	48091	12860
789	48161	12802
790	48239	12745
791	48324	12691
792	48418	12638
793	48492	12581
794	48598	12531
795	48704	12482
796	48800	12429
797	48896	12377
798	49055	12340
799	49149	12287
800	49219	12227
801	49343	12182
802	49465	12135
803	49581	12087
804	49681	12034
805	49770	11979
806	49901	11934
807	50078	11899
808	50257	11865
809	50387	11819
810	50537	11777
811	50666	11730
812	50796	11683
813	50924	11636
814	51106	11600
815	51209	11547
816	51345	11500
817	51474	11452
818	51569	11396
819	51705	11349
820	51953	11327
821	52100	11282
822	52322	11252
823	52575	11229
824	52706	11180
825	52866	11136
826	53016	11090
827	53174	11045
828	53334	11001
829	53462	10950
830	53574	10895
831	53723	10848
832	53845	10795
833	53957	10739
834	54103	10691
835	54260	10644
836	54398	10593
837	54592	10553
838	54733	10503
839	54902	10457
840	55025	10403
841	55222	10362
842	55392	10316
843	55483	10255
844	55564	10192
845	55628	10126
846	55703	10062
847	55783	9999
848	55861	9935
849	55937	9871
850	56049	9813
851	56154	9754
852	56242	9692
853	56342	9632
854	56441	9571
855	56513	9506
856	56675	9457
857	56817	9403
858	56940	9346
859	57054	9288
860	57181	9231
861	57268	9168
862	57350	9104
863	57430	9039
864	57511	8975
865	57582	8909
866	57671	8847
867	57773	8785
868	57865	8723
869	57983	8664
870	58072	8600
871	58145	8535
872	58265	8476
873	58398	8418
874	58523	8360
875	58635	8300
876	58769	8242
877	58908	8185
878	59059	8129
879	59161	8067
880	59240	8001
881	59315	7935
882	59399	7870
883	59520	7810
884	59724	7760
885	59859	7702
886	59979	7641
887	60066	7576
888	60151	7510
889	60232	7444
890	60327	7380
891	60411	7314
892	60511	7250
893	60608	7186
894	60711	7122
895	60815	7058
896	60936	6997
897	61060	6935
898	61196	6875
899	61329	6814
900	61414	6748
901	61501	6682
902	61579	6614
903	61652	6547
904	61721	6479
905	61789	6410
906	61857	6342
907	61919	6273
908	61985	6205
909	62045	6136
910	62143	6071
911	62224	6004
912	62297	5936
913	62380	5869
914	62480	5804
915	62642	5744
916	62756	5680
917	62891	5617
918	63042	5556
919	63251	5500
920	63388	5437
921	63524	5374
922	63644	5309
923	63742	5242
924	63907	5181
925	64051	5118
926	64123	5049
927	64210	4981
928	64269	4911
929	64334	4842
930	64451	4776
931	64573	4711
932	64638	4641
933	64751	4575
934	64892	4511
935	64976	4442
936	65124	4378
937	65268	4314
938	65387	4247
939	65509	4181
940	65579	4111
941	65681	4044
942	65855	3980
943	66037	3917
944	66241	3855
945	66378	3789
946	66498	3721
947	66598	3653
948	66760	3587
949	66863	3519
950	67038	3454
951	67206	3388
952	67392	3323
953	67535	3256
954	67687	3189
955	67845	3122
956	67999	3055
957	68100	2985
958	68218	2916
959	68369	2848
960	68485	2779
961	68626	2710
962	68727	2640
963	68860	2571
964	68967	2501
965	69111	2432
966	69307	2365
967	69491	2297
968	69641	2227
969	69787	2158
970	69908	2087
971	69990	2016
972	70134	1946
973	70303	1876
974	70401	1805
975	70507	1733
976	70612	1662
977	70741	1591
978	70834	1519
979	70980	1448
980	71094	1376
981	71214	1305
982	71338	1233
983	71488	1162
984	71579	1090
985	71685	1017
986	71790	945
987	71852	872
988	71953	800
989	72025	727
990	72094	654
991	72208	582
992	72389	510
993	72466	437
994	72559	364
995	72626	291
996	72697	218
997	72794	145
998	72888	72
999	72982	0
